maths_midsem,maths_quiz,maths_internal,maths_endsem,maths_total,science_midsem,science_quiz,science_internal,science_endsem,science_total,english_midsem,english_quiz,english_internal,english_endsem,english_total,hindi_midsem,hindi_quiz,hindi_internal,hindi_endsem,hindi_total,social_science_midsem,social_science_quiz,social_science_internal,social_science_endsem,social_science_total,computer_science_midsem,computer_science_quiz,computer_science_internal,computer_science_endsem,computer_science_total,attendance_score,overall_marks_avg,final_weighted_score,result
9,9,6,1,25,0,1,0,38,39,0,4,12,44,60,15,9,10,50,84,21,5,13,32,71,0,8,1,43,52,6.75,55.166666666666664,57.016666666666666,0
9,4,7,36,56,14,3,0,48,65,5,7,5,42,59,9,9,11,3,32,4,3,4,4,15,8,0,4,12,24,2.5,41.833333333333336,39.30833333333334,0
18,8,4,3,33,1,7,11,28,47,17,8,2,9,36,23,7,9,5,44,15,3,6,22,46,11,10,5,48,74,6.66,46.666666666666664,49.656666666666666,0
16,2,9,40,67,3,3,9,17,32,18,5,12,26,61,9,6,9,50,74,21,3,14,50,88,7,8,14,42,71,1.53,65.5,57.97,0
20,8,5,44,77,16,2,8,22,48,21,3,1,40,65,13,5,14,29,61,2,2,4,24,32,2,0,2,31,35,2.61,53.0,48.964999999999996,0
13,4,15,44,76,15,9,8,32,64,2,3,10,37,52,24,9,13,42,88,15,5,8,23,51,6,4,13,13,36,0.56,61.166666666666664,52.83166666666666,0
8,8,11,46,73,17,5,8,47,77,4,2,9,16,31,8,5,7,40,60,7,5,15,29,56,22,3,1,29,55,6.8,58.666666666666664,60.06666666666666,0
13,9,0,33,55,20,2,14,8,44,2,8,14,44,68,18,9,5,45,77,21,6,5,50,82,0,2,13,39,54,9.48,63.333333333333336,68.05333333333334,1
0,5,5,22,32,15,1,9,43,68,6,9,7,37,59,18,8,11,12,49,18,0,15,29,62,0,7,9,44,60,9.33,55.0,60.745,0
18,8,8,12,46,7,8,3,50,68,6,10,8,24,48,20,4,9,0,33,23,1,4,7,35,13,4,10,28,55,8.08,47.5,52.495,0
12,6,9,6,33,5,2,3,42,52,0,10,15,16,41,1,2,7,10,20,0,10,13,45,68,25,10,15,27,77,1.6,48.5,43.625,0
12,6,3,31,52,21,0,13,37,71,21,5,6,12,44,19,10,15,15,59,0,9,0,48,57,13,6,12,38,69,8.44,58.666666666666664,62.52666666666666,1
3,7,13,22,45,19,8,13,3,43,12,7,8,20,47,18,0,1,44,63,20,7,5,35,67,6,5,8,27,46,0.03,51.833333333333336,44.10333333333334,1
0,6,13,48,67,1,4,9,15,29,12,1,12,14,39,10,1,15,48,74,19,8,4,28,59,6,8,15,19,48,9.16,52.666666666666664,58.50666666666666,0
16,8,9,7,40,18,6,6,2,32,14,3,11,47,75,5,6,5,41,57,6,3,13,20,42,4,5,8,10,27,7.04,45.5,49.235,0
7,10,12,49,78,12,1,12,7,32,18,1,14,23,56,16,1,11,24,52,14,4,9,15,42,11,7,13,3,34,1.75,49.0,44.275,0
1,8,0,46,55,21,0,2,15,38,6,10,12,6,34,4,8,1,45,58,17,7,15,22,61,21,9,1,32,63,5.64,51.5,52.235,0
7,5,13,46,71,21,5,9,1,36,16,10,6,44,76,10,0,5,1,16,10,9,2,28,49,3,5,1,13,22,6.27,45.0,47.655,0
6,6,10,36,58,20,4,2,44,70,9,2,2,37,50,3,3,5,26,37,1,10,11,36,58,0,1,1,5,7,2.68,46.666666666666664,43.68666666666667,0
25,1,8,33,67,5,9,3,18,35,18,1,0,39,58,0,7,9,47,63,5,3,3,25,36,0,8,6,36,50,8.51,51.5,56.54,0
25,8,15,47,95,5,5,10,23,43,25,8,12,21,66,15,10,12,19,56,17,9,9,44,79,2,6,1,50,59,5.13,66.33333333333333,64.07833333333332,1
1,0,3,28,32,12,1,5,15,33,17,8,0,41,66,3,7,6,29,45,4,10,4,23,41,19,6,10,30,65,5.64,47.0,48.41,0
21,0,1,36,58,0,6,0,50,56,7,5,11,9,32,14,3,13,16,46,7,1,8,39,55,17,9,14,26,66,8.86,52.166666666666664,57.63166666666666,0
21,2,15,22,60,21,0,10,39,70,7,6,4,32,49,22,3,0,24,49,8,7,10,25,50,2,8,7,21,38,6.55,52.666666666666664,54.59166666666667,0
2,5,0,37,44,20,10,13,1,44,8,4,8,11,31,2,3,15,43,63,11,7,8,44,70,4,4,5,8,21,5.9,45.5,47.525,0
17,4,2,28,51,23,7,2,31,63,12,9,9,7,37,11,0,0,15,26,1,7,5,26,39,13,5,4,14,36,1.26,42.0,37.589999999999996,0
11,1,6,43,61,8,6,11,0,25,24,0,13,39,76,20,2,0,20,42,10,6,10,10,36,25,2,6,2,35,5.42,45.833333333333336,47.08833333333334,0
0,8,10,4,22,21,6,14,48,89,12,3,15,21,51,23,2,4,17,46,18,6,5,50,79,10,6,8,4,28,9.14,52.5,58.335,0
21,9,15,39,84,11,5,14,17,47,1,3,11,38,53,14,4,0,9,27,2,10,15,26,53,8,5,8,17,38,6.07,50.333333333333336,51.888333333333335,0
11,3,9,10,33,11,9,4,38,62,6,7,5,38,56,10,7,2,45,64,13,10,15,45,83,20,7,10,1,38,2.85,56.0,51.875,0
4,3,15,13,35,25,4,10,31,70,6,4,15,46,71,2,4,0,5,11,17,10,8,21,56,1,8,3,18,30,8.29,45.5,51.11,0
24,4,1,48,77,3,8,14,8,33,19,2,1,43,65,18,3,6,16,43,21,8,10,0,39,22,1,7,42,72,4.34,54.833333333333336,53.11833333333333,0
16,7,14,41,78,18,2,3,2,25,21,0,5,15,41,10,6,7,11,34,6,1,13,37,57,3,10,14,16,43,0.79,46.333333333333336,40.568333333333335,0
15,9,8,1,33,15,8,7,23,53,0,0,10,47,57,7,0,3,41,51,0,0,7,26,33,9,8,15,49,81,4.83,51.333333333333336,50.87833333333333,0
14,3,11,34,62,25,4,15,10,54,13,4,3,33,53,18,5,8,32,63,3,9,6,0,18,6,7,14,44,71,7.62,53.5,56.905,0
22,4,12,44,82,11,7,8,27,53,5,7,8,45,65,1,8,7,35,51,14,9,15,14,52,18,10,13,18,59,9.19,60.333333333333336,65.06833333333333,1
14,3,10,48,75,0,10,7,15,32,12,8,9,15,44,1,1,6,29,37,17,3,5,10,35,6,7,13,2,28,6.65,41.833333333333336,45.53333333333334,0
4,5,1,34,44,22,2,15,28,67,0,9,2,13,24,11,8,10,22,51,0,10,1,37,48,1,1,0,22,24,8.39,43.0,49.135,0
20,2,4,41,67,20,6,10,40,76,20,9,6,5,40,7,6,8,2,23,7,5,7,28,47,4,7,15,46,72,7.5,54.166666666666664,57.291666666666664,0
13,7,7,27,54,3,9,10,11,33,19,1,9,49,78,5,6,9,8,28,14,2,14,29,59,7,7,2,20,36,1.82,48.0,43.529999999999994,0
1,5,12,7,25,8,3,8,45,64,21,4,11,9,45,25,3,2,2,32,13,6,9,22,50,7,7,1,34,49,9.84,44.166666666666664,52.30166666666666,0
10,9,12,31,62,6,4,15,3,28,20,3,13,23,59,2,9,11,45,67,23,8,9,41,81,8,10,8,2,28,0.56,54.166666666666664,46.88166666666667,0
18,4,11,3,36,9,3,13,25,50,20,2,7,26,55,10,4,1,8,23,19,10,4,25,58,25,2,6,5,38,2.74,43.333333333333336,40.943333333333335,0
6,1,9,44,60,12,8,14,3,37,2,10,1,46,59,15,5,9,18,47,5,1,15,36,57,8,0,3,15,26,7.63,47.666666666666664,51.961666666666666,0
5,9,7,6,27,7,6,13,10,36,25,7,9,49,90,10,5,4,21,40,11,10,5,50,76,18,9,2,44,73,1.34,57.0,50.459999999999994,0
1,9,2,38,50,19,5,13,1,38,14,1,6,8,29,9,7,15,13,44,3,2,2,17,24,2,8,10,14,34,5.68,36.5,39.545,0
5,6,1,47,59,9,5,7,30,51,17,1,4,47,69,9,9,9,49,76,15,1,0,14,30,5,10,6,42,63,6.31,58.0,58.76499999999999,0
17,1,8,26,52,9,10,9,49,77,22,4,0,15,41,16,4,14,30,64,7,6,14,39,66,24,9,8,36,77,6.87,62.833333333333336,63.71333333333333,1
1,0,15,36,52,7,9,12,2,30,9,9,6,1,25,10,9,8,47,74,21,2,12,21,56,17,6,9,29,61,1.61,49.666666666666664,44.63166666666666,0
17,6,2,16,41,19,6,0,24,49,14,9,15,30,68,21,3,1,33,58,8,9,15,1,33,10,10,4,8,32,2.07,46.833333333333336,42.913333333333334,0
14,4,7,9,34,14,4,6,33,57,7,9,9,46,71,13,10,1,22,46,22,10,5,2,39,11,10,15,9,45,1.24,48.666666666666664,43.22666666666666,0
18,0,1,3,22,0,9,13,0,22,4,0,7,18,29,8,7,4,32,51,6,6,15,25,52,9,7,13,28,57,1.71,38.833333333333336,35.57333333333333,0
1,3,2,22,28,14,2,8,4,28,8,6,12,10,36,15,9,15,40,79,22,1,10,28,61,18,7,6,11,42,8.33,45.666666666666664,51.31166666666666,0
19,3,0,13,35,23,10,0,38,71,0,8,15,21,44,5,7,8,27,47,3,5,12,28,48,2,8,0,38,48,1.14,48.833333333333336,43.218333333333334,0
24,9,13,4,50,16,10,9,30,65,18,1,13,28,60,16,10,8,20,54,25,2,15,37,79,6,9,8,37,60,4.01,61.333333333333336,58.14833333333333,1
5,6,10,1,22,12,2,0,35,49,7,9,0,30,46,21,2,9,25,57,6,8,3,49,66,25,2,11,34,72,0.15,52.0,44.425,0
0,8,5,45,58,11,6,9,2,28,4,0,3,7,14,24,1,3,9,37,8,3,4,22,37,12,10,4,43,69,7.64,40.5,45.885,0
23,1,12,23,59,2,10,12,37,61,17,8,15,9,49,21,0,11,22,54,19,5,14,38,76,2,0,9,7,18,9.57,52.833333333333336,59.263333333333335,0
14,0,6,17,37,22,9,1,11,43,25,1,3,5,34,2,0,8,2,12,24,8,3,22,57,18,1,2,0,21,2.99,34.0,33.385,0
22,1,15,26,64,18,0,12,15,45,8,8,4,30,50,1,3,11,9,24,16,7,4,27,54,18,7,10,41,76,3.05,52.166666666666664,48.916666666666664,0
9,6,3,23,41,23,3,4,7,37,0,7,4,50,61,10,9,0,44,63,18,9,0,47,74,2,9,6,46,63,5.74,56.5,56.635,0
18,9,0,28,55,4,9,12,10,35,18,6,3,34,61,23,1,8,39,71,16,3,14,34,67,4,1,5,38,48,1.31,56.166666666666664,49.70666666666666,0
16,5,2,10,33,2,7,11,44,64,13,10,10,49,82,17,2,10,0,29,18,4,13,1,36,12,7,10,8,37,6.02,46.833333333333336,48.83833333333334,0
4,3,8,47,62,20,3,7,13,43,13,0,13,39,65,22,2,6,27,57,15,2,3,42,62,8,4,8,38,58,5.5,57.833333333333336,57.40833333333333,1
3,0,4,17,24,4,0,12,26,42,3,3,0,28,34,2,6,8,12,28,20,2,3,27,52,20,0,7,25,52,3.99,38.666666666666664,38.85166666666667,0
9,0,5,47,61,23,4,7,17,51,6,10,8,20,44,14,5,10,38,67,20,6,11,23,60,18,4,11,16,49,7.01,55.333333333333336,57.54833333333333,1
23,4,3,3,33,8,0,9,7,24,19,10,4,40,73,4,10,9,46,69,12,2,9,2,25,11,8,14,41,74,5.44,49.666666666666664,50.376666666666665,0
16,0,0,32,48,5,8,3,32,48,10,6,13,4,33,10,4,4,42,60,4,9,5,9,27,25,8,7,13,53,8.44,44.833333333333336,50.76833333333333,0
9,6,13,13,41,15,7,6,3,31,1,5,0,4,10,2,8,5,13,28,16,9,2,33,60,1,4,12,0,17,7.27,31.166666666666668,37.39666666666666,0
16,10,4,43,73,9,6,6,48,69,17,0,2,23,42,14,3,0,37,54,19,3,2,18,42,19,2,15,9,45,5.8,54.166666666666664,54.74166666666666,1
19,0,4,41,64,15,4,8,29,56,9,6,0,14,29,2,9,1,0,12,21,4,4,0,29,15,8,15,37,75,3.17,44.166666666666664,42.29666666666667,0
23,0,4,31,58,2,3,15,19,39,0,1,12,27,40,6,2,14,1,23,4,9,2,37,52,21,8,5,12,46,0.29,43.0,36.985,0
4,1,15,50,70,17,6,14,29,66,22,7,6,33,68,6,6,0,5,17,19,9,13,36,77,0,1,4,26,31,3.71,54.833333333333336,52.17333333333333,0
1,10,14,3,28,10,2,8,26,46,13,1,9,12,35,22,6,0,17,45,16,8,12,3,39,23,7,5,31,66,7.73,43.166666666666664,48.28666666666666,0
5,9,15,19,48,18,7,2,24,51,24,3,9,43,79,10,1,6,17,34,20,5,15,6,46,23,7,0,37,67,8.91,54.166666666666664,59.406666666666666,0
20,2,5,20,47,24,4,12,5,45,9,5,12,31,57,15,8,13,21,57,12,2,6,2,22,7,10,9,43,69,8.51,49.5,54.839999999999996,0
1,10,10,2,23,22,4,14,4,44,17,7,9,21,54,3,7,12,46,68,10,10,11,13,44,21,9,1,38,69,3.7,50.333333333333336,48.33333333333333,0
12,0,1,24,37,14,0,10,13,37,6,10,6,28,50,10,0,2,11,23,10,2,2,15,29,14,6,5,14,39,0.3,35.833333333333336,30.908333333333335,0
10,8,0,3,21,10,9,7,50,76,23,2,5,2,32,13,1,14,10,38,17,5,12,27,61,14,10,4,29,57,9.37,47.5,54.43,0
10,9,14,46,79,24,10,4,13,51,18,5,8,4,35,7,10,15,8,40,3,5,15,27,50,3,4,15,42,64,6.84,53.166666666666664,55.45166666666666,0
15,7,1,10,33,21,7,14,33,75,3,5,6,49,63,24,1,14,46,85,3,6,3,5,17,17,10,12,7,46,4.8,53.166666666666664,52.391666666666666,0
10,4,12,15,41,23,6,4,40,73,13,0,4,10,27,16,7,14,27,64,7,8,13,27,55,21,5,0,28,54,7.78,52.333333333333336,56.153333333333336,0
18,10,9,35,72,9,0,7,24,40,8,5,6,47,66,22,10,13,41,86,17,10,1,17,45,1,6,5,27,39,0.89,58.0,50.635,0
14,1,5,5,25,8,3,14,38,63,3,0,14,40,57,23,2,0,38,63,1,2,0,17,20,24,3,12,5,44,0.87,45.333333333333336,39.83833333333333,0
24,4,15,30,73,2,3,5,17,27,5,8,12,25,50,17,6,0,18,41,4,5,2,42,53,24,2,11,41,78,7.07,53.666666666666664,56.221666666666664,0
22,5,4,39,70,22,8,9,19,58,23,3,12,8,46,5,9,6,19,39,18,9,3,14,44,1,7,1,50,59,0.68,52.666666666666664,45.78666666666667,0
22,0,15,12,49,8,9,9,42,68,25,4,9,43,81,20,5,10,3,38,4,8,8,13,33,20,10,3,50,83,0.49,58.666666666666664,50.60166666666666,0
15,10,14,22,61,17,1,0,7,25,1,0,3,10,14,19,1,11,26,57,1,9,8,21,39,0,0,14,44,58,7.2,42.333333333333336,46.78333333333333,0
10,3,4,3,20,11,3,3,25,42,0,0,9,0,9,19,8,14,0,41,3,0,4,13,20,23,5,8,12,48,7.41,30.0,36.614999999999995,0
21,8,11,36,76,22,9,8,20,59,22,8,12,37,79,9,8,4,26,47,24,10,7,18,59,24,2,5,47,78,4.13,66.33333333333333,62.578333333333326,1
15,1,11,41,68,20,2,4,26,52,16,5,8,44,73,5,6,12,45,68,13,5,9,29,56,12,4,2,36,54,3.92,61.833333333333336,58.43833333333334,1
7,4,14,36,61,23,9,13,31,76,3,9,5,27,44,11,3,15,40,69,6,5,4,18,33,12,4,8,38,62,4.42,57.5,55.505,0
3,0,5,43,51,15,4,3,41,63,4,9,3,22,38,16,0,0,49,65,8,7,14,38,67,3,5,0,11,19,3.69,50.5,48.459999999999994,0
7,3,13,32,55,3,6,10,49,68,17,5,15,30,67,12,7,7,27,53,12,10,1,32,55,12,2,2,43,59,4.46,59.5,57.26499999999999,1
3,3,9,41,56,0,4,12,16,32,25,4,4,1,34,0,8,14,34,56,0,4,0,37,41,13,2,4,38,57,1.86,46.0,41.89,0
23,5,6,28,62,12,4,9,48,73,12,5,7,17,41,3,7,5,38,53,25,10,8,31,74,4,8,2,38,52,5.84,59.166666666666664,59.05166666666666,1
24,9,15,36,84,25,3,0,0,28,19,7,6,15,47,15,1,15,0,31,10,10,6,13,39,25,4,5,15,49,5.17,46.333333333333336,47.138333333333335,0
2,8,8,18,36,7,8,8,26,49,25,6,5,41,77,18,6,4,46,74,11,2,13,33,59,20,5,4,40,69,6.66,60.666666666666664,61.55666666666666,0
2,2,6,50,60,5,5,7,35,52,10,6,15,16,47,4,9,15,2,30,22,2,15,22,61,9,3,9,1,22,1.83,45.333333333333336,41.27833333333333,0
17,8,1,19,45,7,9,2,10,28,22,8,15,47,92,12,0,5,3,20,14,4,10,33,61,14,6,11,21,52,0.89,49.666666666666664,43.55166666666666,0
25,5,5,31,66,18,5,8,40,71,19,8,1,16,44,9,4,15,26,54,12,7,6,18,43,13,0,1,19,33,8.06,51.833333333333336,56.14833333333334,0
18,6,8,43,75,23,10,0,40,73,0,8,14,46,68,25,7,7,36,75,19,7,8,24,58,16,4,7,47,74,9.04,70.5,73.485,1
18,9,6,15,48,23,5,14,34,76,11,0,15,34,60,4,8,11,22,45,3,7,6,25,41,1,5,1,42,49,1.72,53.166666666666664,47.77166666666666,1
20,1,1,4,26,11,5,3,37,56,12,10,2,30,54,15,9,8,26,58,10,4,5,21,40,1,6,9,47,63,4.16,49.5,48.315,0
4,10,2,48,64,0,0,4,37,41,25,10,12,34,81,0,2,10,24,36,16,2,13,10,41,15,10,9,21,55,7.25,53.0,55.925,0
17,9,7,45,78,3,10,3,41,57,3,5,0,23,31,11,7,10,17,45,7,4,4,49,64,24,4,1,18,47,5.24,53.666666666666664,53.47666666666666,0
9,5,10,11,35,22,5,3,41,71,11,4,2,40,57,14,2,8,37,61,22,1,14,30,67,6,7,15,1,29,5.67,53.333333333333336,53.83833333333334,0
21,5,15,44,85,12,3,8,48,71,5,7,10,36,58,4,7,10,1,22,17,3,12,40,72,1,4,5,13,23,3.42,55.166666666666664,52.02166666666667,0
20,1,8,20,49,16,1,14,46,77,12,10,1,48,71,5,10,2,9,26,13,3,0,4,20,21,1,2,3,27,1.2,45.0,40.05,0
5,1,3,13,22,18,5,4,35,62,13,9,9,29,60,10,4,0,43,57,13,6,8,43,70,25,5,1,6,37,9.61,51.333333333333336,58.04833333333333,0
0,1,15,36,52,18,0,0,9,27,11,7,13,17,48,19,6,9,33,67,23,9,1,30,63,25,5,1,21,52,7.43,51.5,54.92,0
4,9,8,21,42,21,0,13,39,73,20,7,11,26,64,13,10,5,25,53,3,10,8,2,23,19,9,8,45,81,3.21,56.0,52.415,0
8,0,1,29,38,4,4,6,0,14,19,4,12,15,50,25,5,14,26,70,9,7,14,19,49,19,0,13,35,67,7.15,48.0,51.525,0
11,4,12,22,49,10,5,5,21,41,1,9,5,19,34,1,4,6,31,42,2,7,8,14,31,9,9,8,0,26,3.91,37.166666666666664,37.45666666666666,0
25,7,10,4,46,6,1,14,16,37,25,10,3,40,78,9,1,15,36,61,4,4,13,30,51,0,2,6,28,36,1.95,51.5,46.699999999999996,0
13,1,4,28,46,2,9,8,11,30,21,9,11,46,87,24,8,5,10,47,20,10,7,4,41,8,8,8,35,59,6.78,51.666666666666664,54.086666666666666,0
1,4,10,29,44,10,7,3,43,63,11,0,10,27,48,11,6,4,48,69,12,8,4,13,37,18,3,1,26,48,4.11,51.5,49.94,0
16,7,1,17,41,16,3,13,12,44,5,3,9,20,37,8,6,12,28,54,19,7,6,21,53,21,7,1,18,47,1.15,46.0,40.825,0
13,9,10,45,77,10,3,9,24,46,21,6,14,40,81,8,4,9,12,33,21,2,5,46,74,16,4,2,28,50,3.34,60.166666666666664,56.151666666666664,0
25,4,0,49,78,14,9,5,25,53,3,1,2,44,50,24,2,10,7,43,4,8,7,18,37,20,2,9,12,43,3.91,50.666666666666664,48.931666666666665,0
12,1,12,0,25,18,4,9,45,76,23,6,7,32,68,9,8,4,23,44,1,7,6,41,55,1,1,7,2,11,3.87,46.5,45.33,0
8,2,13,38,61,7,9,6,39,61,0,4,4,47,55,6,9,11,28,54,15,9,7,41,72,15,5,15,35,70,5.72,62.166666666666664,61.42166666666666,1
25,5,4,16,50,15,3,3,45,66,25,5,15,8,53,1,10,13,0,24,6,2,4,41,53,22,0,4,11,37,4.37,47.166666666666664,46.64666666666666,0
24,10,1,2,37,20,10,11,38,79,7,5,3,23,38,22,7,9,12,50,8,1,12,6,27,23,7,0,24,54,7.4,47.5,51.475,0
14,10,13,41,78,14,4,8,48,74,7,4,11,12,34,0,5,2,24,31,1,1,6,4,12,10,9,15,42,76,6.23,50.833333333333336,52.553333333333335,0
24,4,12,6,46,2,9,12,42,65,20,9,12,29,70,21,1,3,36,61,25,7,13,23,68,9,4,13,15,41,5.24,58.5,57.585,1
21,10,15,26,72,23,2,13,32,70,24,6,5,45,80,21,6,13,6,46,1,8,10,13,32,9,2,11,10,32,7.62,55.333333333333336,58.46333333333333,0
14,3,6,27,50,5,7,0,7,19,11,3,3,42,59,20,4,9,21,54,17,7,9,17,50,20,1,0,26,47,9.32,46.5,53.504999999999995,0
23,3,7,43,76,2,5,0,12,19,24,0,15,32,71,22,7,2,32,63,22,7,7,47,83,24,10,6,40,80,2.24,65.33333333333333,58.893333333333324,0
10,4,1,30,45,4,7,2,25,38,25,8,9,45,87,18,5,8,46,77,12,10,9,14,45,21,8,14,39,82,7.91,62.333333333333336,64.84833333333333,0
15,1,6,14,36,0,4,8,16,28,3,6,9,23,41,22,9,13,14,58,5,3,8,27,43,2,10,13,32,57,4.31,43.833333333333336,43.72333333333333,0
16,8,3,47,74,21,6,4,23,54,15,8,11,19,53,21,8,2,2,33,3,4,0,32,39,14,3,5,2,24,5.67,46.166666666666664,47.74666666666667,0
25,1,0,7,33,13,9,0,23,45,13,10,4,49,76,18,7,14,7,46,23,2,13,35,73,18,5,10,40,73,8.22,57.666666666666664,61.346666666666664,0
3,9,15,5,32,11,6,15,11,43,13,8,14,0,35,21,6,15,38,80,1,7,11,46,65,3,9,10,21,43,5.56,49.666666666666664,50.55666666666666,0
0,1,10,27,38,12,5,11,30,58,1,6,10,22,39,0,0,11,47,58,5,2,12,50,69,14,5,5,42,66,1.82,54.666666666666664,49.19666666666666,0
7,9,14,3,33,13,9,4,15,41,16,1,3,32,52,1,9,4,0,14,12,6,9,20,47,22,0,9,39,70,9.78,42.833333333333336,51.07833333333333,0
16,8,2,29,55,24,3,5,41,73,23,10,8,16,57,25,8,5,11,49,0,5,11,16,32,21,10,4,30,65,8.41,55.166666666666664,59.50666666666666,0
2,2,10,42,56,11,5,3,15,34,7,1,1,1,10,3,7,7,30,47,20,5,2,1,28,3,9,1,37,50,1.05,37.5,33.45,0
19,9,11,16,55,22,8,6,29,65,6,3,0,30,39,15,0,9,27,51,23,0,2,0,25,21,3,8,30,62,1.71,49.5,44.63999999999999,0
14,6,0,33,53,12,10,10,27,59,12,8,6,30,56,12,0,5,18,35,0,7,14,12,33,18,4,3,24,49,3.52,47.5,45.655,0
14,3,4,5,26,23,3,2,2,30,10,6,8,15,39,11,2,5,17,35,1,8,6,15,30,8,1,1,37,47,4.73,34.5,36.42,0
23,5,14,35,77,5,5,4,32,46,18,8,15,36,77,4,2,5,12,23,16,3,14,36,69,10,5,2,25,42,1.62,55.666666666666664,49.74666666666666,0
21,3,12,34,70,20,5,5,50,80,18,3,8,36,65,2,1,0,34,37,13,3,14,14,44,7,0,11,13,31,4.49,54.5,53.059999999999995,0
13,9,7,38,67,14,2,6,23,45,9,8,14,6,37,19,10,9,37,75,19,7,6,38,70,0,3,7,38,48,4.47,57.0,55.154999999999994,0
25,6,0,38,69,21,3,9,29,62,23,6,3,35,67,1,7,10,21,39,8,5,13,43,69,21,5,9,24,59,2.57,60.833333333333336,55.56333333333333,0
22,0,13,15,50,22,2,14,39,77,10,7,3,0,20,23,4,5,40,72,19,7,7,19,52,14,10,3,32,59,1.48,55.0,48.97,0
13,2,8,1,24,15,2,1,47,65,15,0,0,29,44,4,0,0,40,44,22,6,4,49,81,1,7,2,19,29,1.6,47.833333333333336,43.05833333333333,0
23,2,2,7,34,8,9,4,27,48,7,8,11,17,43,0,0,12,12,24,11,7,15,13,46,14,5,2,9,30,8.31,37.5,44.34,0
1,0,4,14,19,7,3,12,46,68,1,7,0,41,49,13,1,1,35,50,4,3,6,2,15,14,9,9,27,59,7.95,43.333333333333336,48.75833333333333,0
12,5,8,26,51,4,3,6,38,51,13,0,0,38,51,14,6,7,40,67,24,10,9,14,57,10,6,9,44,69,0.2,57.666666666666664,49.31666666666666,1
25,10,4,15,54,14,5,6,1,26,16,7,5,25,53,3,8,7,46,64,20,10,13,43,86,17,2,5,17,41,2.17,54.0,49.155,0
13,8,8,0,29,6,3,11,12,32,16,4,10,10,40,11,8,1,46,66,5,1,11,48,65,9,0,9,23,41,0.28,45.5,39.095,0
23,7,9,9,48,23,5,2,36,66,10,2,5,0,17,9,8,11,5,33,5,0,8,5,18,22,8,14,44,88,1.37,45.0,40.305,0
18,10,7,6,41,16,1,7,9,33,0,7,14,37,58,17,9,14,7,47,16,4,13,8,41,18,8,9,16,51,0.78,45.166666666666664,39.56166666666667,0
6,6,6,47,65,15,3,15,39,72,18,10,10,4,42,8,10,2,23,43,14,9,14,42,79,16,2,8,47,73,7.62,62.333333333333336,64.41333333333333,1
2,9,10,9,30,23,1,12,12,48,0,10,15,21,46,4,5,5,36,50,18,9,4,44,75,9,1,6,17,33,3.56,47.0,45.28999999999999,0
14,7,0,11,32,10,7,0,18,35,23,2,10,12,47,21,10,3,15,49,17,8,4,0,29,24,9,4,50,87,7.01,46.5,50.04,0
22,5,3,16,46,6,8,3,5,22,23,7,4,16,50,24,4,8,18,54,22,7,12,37,78,21,2,9,11,43,5.38,48.833333333333336,49.57833333333333,0
13,8,8,44,73,10,6,2,17,35,24,4,9,49,86,8,9,6,37,60,19,6,0,44,69,16,5,2,4,27,2.46,58.333333333333336,53.27333333333333,0
10,2,9,11,32,1,5,3,39,48,3,7,11,6,27,18,9,9,45,81,11,0,5,38,54,24,0,9,22,55,4.97,49.5,49.529999999999994,0
14,9,7,14,44,1,7,10,8,26,23,2,15,37,77,24,10,8,47,89,8,9,15,30,62,14,9,0,9,32,2.32,55.0,50.23,0
12,9,3,45,69,5,3,8,16,32,6,9,10,6,31,19,7,12,2,40,18,3,12,35,68,2,2,8,14,26,3.43,44.333333333333336,42.82833333333334,0
17,8,11,50,86,2,9,10,3,24,19,5,9,11,44,16,5,6,21,48,6,10,11,36,63,8,3,2,8,21,8.81,47.666666666666664,53.73166666666667,0
25,3,15,31,74,0,10,11,49,70,0,5,1,37,43,14,7,15,35,71,14,1,8,25,48,1,5,2,37,45,8.16,58.5,61.965,1
5,6,0,31,42,23,1,14,5,43,10,3,5,22,40,13,0,12,21,46,4,8,5,33,50,0,9,11,8,28,4.38,41.5,41.845,0
2,8,9,50,69,22,3,7,10,42,12,4,11,47,74,23,3,5,22,53,1,9,13,21,44,22,8,7,28,65,1.68,57.833333333333336,51.678333333333335,1
18,1,3,25,47,19,4,10,41,74,2,6,13,7,28,17,9,13,0,39,16,10,14,35,75,9,3,13,14,39,1.59,50.333333333333336,45.16833333333333,0
14,1,14,13,42,15,8,3,25,51,23,0,12,14,49,25,4,3,21,53,10,2,10,45,67,1,7,1,37,46,6.51,51.333333333333336,53.39833333333333,1
24,8,2,49,83,13,4,12,10,39,7,7,0,29,43,13,3,7,15,38,25,8,2,16,51,13,7,15,35,70,4.95,54.0,53.324999999999996,0
22,2,5,25,54,16,8,7,7,38,11,10,2,8,31,19,5,11,41,76,9,4,4,9,26,18,6,8,39,71,5.34,49.333333333333336,49.943333333333335,0
4,8,10,4,26,17,8,0,2,27,1,2,14,44,61,2,6,11,45,64,20,1,0,48,69,6,8,3,43,60,0.76,51.166666666666664,44.63166666666666,0
9,4,4,37,54,24,7,11,1,43,22,6,12,20,60,24,10,5,2,41,18,9,13,25,65,0,3,7,21,31,3.79,49.0,47.335,0
6,5,4,49,64,3,4,7,17,31,0,8,14,43,65,20,10,9,1,40,14,3,5,9,31,7,1,9,50,67,3.71,49.666666666666664,47.78166666666666,0
